ID,FIRM_NAME,ELITE_FIRM,TRADE_TYPE,TRAN_ID,TRAN_DATE,PROD_ID,TRAN_AMT
77WCO3DEI2,Firm J,,I,44811849,2018-07-05 08:00:00,1017,52961.93994241789
MUJWN4XFML,,,P,-87427930,2018-12-20 09:37:01,6099,-10567.749300964295
F887AXNEJ8,Firm C,,I,21647149,2018-08-24 19:10:00,2837,8840.97857405127
ADY9EZRG5S,,,P,90295770,2018-06-28 11:11:00,6168,64967.00835338191
A06WP1H62W,Firm J,,I,72653849,2018-12-03 22:24:00,1017,104839.36536059533
ADY9EZRG5S,,,P,21124859,2018-11-07 07:37:00,4330,52138.03551928952
SXS9F6CSY1,Firm L,YES,I,49916057,2018-01-19 16:57:00,4252,63687.75157207207
ZW0J9NZAS3,,,P,39800948,2018-10-26 08:07:00,1549,5710.917928868722
827HZMYB0T,Firm J,,I,39822673,2018-11-01 09:25:00,1972,13515.252804392783
QZ8A8293I9,Firm G,YES,I,65527818,2018-07-13 06:05:00,9667,10694.956449515705
AHTDNYP4A3,,,P,36394390,2018-11-20 20:48:05,5280,7702.895804763466
2A9X4KHXZI,Firm C,,I,54736790,2018-08-17 02:23:00,4330,8791.030516418596
7VBKY5B1PM,,,P,56515142,2018-05-31 12:07:00,2439,3560.597358539004
ZQ5C5X1DWI,,,P,56523346,2018-01-01 12:17:00,1017,3621.446650979276
PO2L3AEFED,Firm H,,I,21664730,2018-08-26 17:38:00,2183,11570.861581934558
13Y2YC97H6,Firm L,YES,I,42108259,2018-01-25 09:13:00,1017,-48456.85667877007
PO2L3AEFED,Firm H,,I,31451992,2018-07-04 00:49:00,5280,12712.176871083506
KUUHY8JMSM,Firm C,,I,12764738,2018-04-29 22:01:00,2837,46446.55268848635
TXW929QG7V,Firm A,,I,51312877,2018-12-06 12:22:00,4330,-6530.944886386394
CG6E63JPB7,Firm K,,I,90722899,2018-12-13 11:06:00,9667,8955.964272967984
OMJMSPEXOA,Firm L,YES,I,26474491,2018-07-31 15:55:00,1017,238038.06334239448
RAO5TAG1BD,,,P,20273336,2018-01-20 15:19:00,1017,131100.85974911295
JMT28B228R,Firm A,,I,-34776809,2018-01-10 04:52:01,1549,-16973.986911514723
DNXZLTM3AA,,,P,82985790,2018-10-17 18:40:00,1972,7300.915041783244
KUUHY8JMSM,Firm C,,I,24798736,2018-01-23 22:35:00,5280,236349.40464597192
MUJWN4XFML,,,P,91670037,2018-05-31 04:48:00,1549,7438.803897888882
086N3Y4VVM,Firm L,YES,I,81813352,2018-08-15 02:44:00,4330,20685.88460094997
ISU2JLRQVJ,Firm L,YES,I,-32607675,2018-07-12 17:52:01,4330,-14286.166947306709
U7BJKAE83O,,,P,46266866,2018-08-08 17:15:00,1017,11135.886541734302
U7BJKAE83O,,,P,-73483160,2018-10-19 19:43:01,1017,-14552.126199531001
K2HI7Z6A4L,,,P,54900302,2018-11-19 00:24:00,4330,7711.571811408676
MUJWN4XFML,,,P,89249856,2018-02-23 14:00:05,2837,14895.189116044005
0FIT0NJYNV,Firm B,,I,89022140,2018-12-30 15:42:00,2837,10219.481563983829
Q16YO4JCU6,Firm K,,I,38919208,2018-10-16 21:27:00,2439,17032.762834920733
701CU2R5WE,Firm J,,I,71556856,2018-01-01 09:46:00,1017,8736.676066232458
TN2QK2P9RS,,,P,11816998,2018-12-26 15:47:00,1017,7923.036775567171
4KWW1KR3JY,Firm L,YES,I,63392484,2018-07-15 21:08:00,1017,4558.688886858987
B79TELFZL7,Firm J,,I,97181158,2018-06-24 14:56:00,9667,12968.48175013355
A4J0YU0L11,Firm J,,I,63769514,2018-03-07 21:14:00,2837,133380.599016413
E4IAL3HYBA,Firm A,,I,-11700132,2018-10-06 10:09:01,9667,-728.5491455851843
3XO893HUB7,Firm A,,I,44357666,2018-03-06 07:17:05,9667,4031.9922507546753
4NI2BAS5NY,Firm E,,I,11468887,2018-07-14 04:14:00,1017,6073.215537290376
TPJKXTM0CB,Firm C,,I,82040496,2018-06-08 10:19:00,1972,49782.840915930334
63WPDBSF0P,Firm L,YES,I,76009284,2018-07-10 00:01:00,1051,4373.431088964972
CG6E63JPB7,Firm K,,I,25025036,2018-02-08 17:45:00,7341,5094.364849069161
TMD4NCAUKL,Firm H,,I,42691904,2018-02-27 02:00:00,2439,52192.6402817521
701CU2R5WE,Firm J,,I,-13385903,2018-01-17 00:36:01,1017,-8921.640045766095
5EEVEQ6ENR,,,P,67775990,2018-07-05 01:11:00,2183,11721.321552299723
W1Y175DVPO,Firm B,,I,70950278,2018-09-30 10:02:05,1017,7104.175441155478
DQX3E7JVFZ,Firm K,,I,33459584,2018-05-05 02:55:00,1017,23896.324913865712
A4J0YU0L11,Firm J,,I,15969420,2018-11-19 17:32:00,9667,-65305.70770874879
CG6E63JPB7,Firm K,,I,83646223,2018-11-18 19:17:00,7341,5902.6985725652185
UYPHDND4FA,Firm B,,I,34538978,2018-07-19 23:27:05,2837,11073.996286484811
8UD4S22K70,,,P,14160724,2018-01-26 03:48:05,1549,18832.62548848693
J7GOCJMT4X,,,P,97818976,2018-03-29 20:51:00,2837,165750.36092030714
IH9D7QU0SW,,,P,55721069,2018-05-05 15:53:00,1017,15746.590349800894
R8P9WHSOGD,,,P,-91662650,2018-08-17 07:57:08,1017,-2864.3530898228764
827HZMYB0T,Firm J,,I,49258732,2018-10-14 13:08:00,5280,11837.202098001835
3IZHN85PK8,Firm J,,I,14679758,2018-07-24 11:37:00,1017,12152.689763880422
MMF0ILGGR0,,,P,25107871,2018-09-03 08:37:00,1972,20223.33198538635
F887AXNEJ8,Firm C,,I,56658422,2018-04-03 18:36:00,2837,10556.836460328508
6F2QRT6N0N,,,P,64542752,2018-01-20 04:19:05,2183,19935.937376501068
A4J0YU0L11,Firm J,,I,35155740,2018-04-12 22:51:00,2439,45949.404971193304
H9NSEIPUYE,Firm G,YES,I,72872317,2018-03-07 06:52:05,1017,2259.6232986897257
5EEVEQ6ENR,,,P,76945535,2018-04-15 14:58:00,4252,11146.53015872531
4ODNGNJKKP,Firm C,,I,70587775,2018-12-20 16:20:05,1549,4860.419737523952
T9AD15KSTV,,,P,37950075,2018-03-05 05:37:00,5280,77898.57862513883
007AS3ESRJ,Firm J,,I,88759051,2018-11-26 09:51:00,1549,13126.045008226318
HBRJJ06A8Z,Firm J,,I,55204842,2018-10-01 20:24:05,1972,14662.93143164093
SXS9F6CSY1,Firm L,YES,I,59982863,2018-12-07 07:22:00,1017,62201.21812897885
SCQ0XCQ7O1,Firm L,YES,I,62826818,2018-03-03 05:24:00,1017,11392.03405163439
1ZEAIO3U5N,Firm J,,I,20175144,2018-11-12 07:07:00,9667,129781.9598213477
20B9HH7W8T,,,P,69487169,2018-06-17 14:06:00,1017,12832.350568781618
TXW929QG7V,Firm A,,I,27612114,2018-06-17 04:52:00,1017,29724.104020429335
5KO6XTG3NZ,Firm H,,I,31448959,2018-01-08 23:47:00,1017,4305.563954193772
TXW929QG7V,Firm A,,I,66408136,2018-05-16 12:31:00,1017,95789.2056106733
HBRJJ06A8Z,Firm J,,I,55896172,2018-06-07 22:35:00,1017,14128.318534301969
C9NRGXF7IO,Firm J,,I,62892150,2018-09-26 22:41:00,6099,-63205.32435204179
007AS3ESRJ,Firm J,,I,35907601,2018-09-20 04:21:00,9667,9000.35371630928
RA6JIGZVI2,Firm G,YES,I,15368940,2018-12-21 13:21:00,9667,159292.24169620493
EQF1X3CNKZ,,,P,33856074,2018-10-24 04:58:05,4330,7368.973022004033
2A9X4KHXZI,Firm C,,I,81563998,2018-06-16 21:57:00,4330,17790.531687015653
C9NRGXF7IO,Firm J,,I,11212185,2018-08-05 16:18:00,7455,172767.07963220065
4CQTUTNULG,Firm C,,I,67932941,2018-08-10 05:50:00,1017,22577.543027868505
K2HI7Z6A4L,,,P,78577358,2018-11-21 17:14:00,2837,13639.933928935125
N5TBEZFG1P,Firm L,YES,I,94987500,2018-05-10 20:27:05,1051,5810.374143069217
2A9X4KHXZI,Firm C,,I,50825648,2018-06-17 02:45:00,4330,10473.735943092306
K2HI7Z6A4L,,,P,52780858,2018-07-24 11:45:00,1017,14035.912502680188
3B7BHD6UEU,Firm L,YES,I,48509637,2018-06-22 07:24:00,1017,19388.11424248468
ISU2JLRQVJ,Firm L,YES,I,82984111,2018-01-28 10:34:00,4215,8721.18321732448
HBRJJ06A8Z,Firm J,,I,55896172,2018-06-07 22:35:05,1017,14128.318534301969
FO8YWV23ZK,Firm I,,I,99286835,2018-06-11 23:07:00,4330,66598.74379905322
MPFMN2X83W,,,P,53223945,2018-04-10 18:37:00,9667,17107.514935983483
U9EL7D4ERT,Firm E,,I,91494717,2018-08-18 08:44:00,4233,131108.41616310776
MMF0ILGGR0,,,P,53248511,2018-03-01 22:16:00,9667,15313.206213513062
UDSS4B9P65,Firm G,YES,I,16900588,2018-07-20 08:24:00,1017,7831.102669441914
W1Y175DVPO,Firm B,,I,56819647,2018-10-18 11:52:00,1017,16476.324032338645
UI7EJIY2KI,Firm C,,I,45575720,2018-01-07 11:39:00,1017,5261.927222444981
XJZM8GRCHE,Firm L,YES,I,87272510,2018-08-13 20:30:00,4252,-2766.384698767759
R89BBWNCD8,Firm B,,I,29463355,2018-09-27 15:18:00,2837,13739.612208170538
ZW0J9NZAS3,,,P,66488960,2018-07-11 14:33:00,2183,7630.543373797163
N3GUJVQNZ8,,,P,89170755,2018-06-17 21:39:00,7455,8902.375221207325
UBRJS7UAWJ,Firm A,,I,50508834,2018-12-04 09:37:05,1017,8700.48370756913
R8P9WHSOGD,,,P,91662650,2018-08-17 07:57:10,1017,2864.3530898228764
17PCTFAZUP,Firm K,,I,60383187,2018-09-25 17:41:00,4330,13791.02059996362
827HZMYB0T,Firm J,,I,44906805,2018-12-30 15:44:00,1017,12040.619703705825
U9EL7D4ERT,Firm E,,I,32200073,2018-05-02 09:01:00,1549,120819.49908355135
UDSS4B9P65,Firm G,YES,I,37359180,2018-05-24 09:14:00,1017,5954.698664445095
QZ8A8293I9,Firm G,YES,I,17231478,2018-12-18 16:02:00,1017,10288.079460091945
17PCTFAZUP,Firm K,,I,-96649741,2018-11-02 11:43:01,2439,-8128.8905691899845
77WCO3DEI2,Firm J,,I,28185945,2018-11-27 12:09:00,2439,66478.53149676147
166FJV65R6,Firm C,,I,55522890,2018-12-18 05:38:00,1017,12463.925631690947
5KO6XTG3NZ,Firm H,,I,82675721,2018-10-12 14:21:00,4233,4450.359949940637
OMJMSPEXOA,Firm L,YES,I,95444235,2018-08-17 02:59:00,1017,136134.7048635894
GSITSYMDWU,,,P,72158703,2018-11-10 14:05:00,7455,13804.216304983733
H8G804ZI5V,Firm J,,I,95638999,2018-12-17 03:10:00,6168,706.61312761915
8IFVOHRN39,Firm E,,I,20241528,2018-09-16 06:52:00,1972,7632.7169707017565
827HZMYB0T,Firm J,,I,54568215,2018-01-03 18:46:10,9667,12736.552854213747
Z3X0LBABH7,Firm K,,I,24001981,2018-03-10 16:13:00,9667,13559.654965655676
AM03D1XUAP,Firm L,YES,I,15302370,2018-07-20 19:58:00,5280,-182244.93798462785
Z3X0LBABH7,Firm K,,I,66679512,2018-12-17 01:33:00,1017,10884.907885943543
N3GUJVQNZ8,,,P,63710786,2018-08-17 09:33:00,4252,10308.098242570906
ZQ5C5X1DWI,,,P,59373705,2018-12-08 08:09:00,4252,6098.744864986839
827HZMYB0T,Firm J,,I,-30003159,2018-03-08 04:09:08,4252,-11709.429280744223
B79TELFZL7,Firm J,,I,75395471,2018-02-20 14:11:05,1972,4196.667671705283
1U7UBFTOIE,,,P,-54023732,2018-11-02 16:51:01,4252,-10062.079844320153
FO8YWV23ZK,Firm I,,I,80913514,2018-10-28 04:12:00,4330,46868.193132464316
CDGKL7HHXF,Firm J,,I,89165007,2018-12-17 10:36:05,6168,13011.768235722175
0FIT0NJYNV,Firm B,,I,59680358,2018-08-06 06:57:00,1017,9672.933560176607
5KO6XTG3NZ,Firm H,,I,73648887,2018-10-19 17:13:05,1017,19007.13862517661
A06WP1H62W,Firm J,,I,54334599,2018-12-15 10:54:00,1017,316421.96935205767
DBYS4P30SU,Firm J,,I,31997315,2018-03-03 00:28:00,1017,47103.28777518666
AHTDNYP4A3,,,P,89428076,2018-01-05 17:27:00,1549,17346.6737740003
5KO6XTG3NZ,Firm H,,I,74885003,2018-07-10 11:28:00,4330,22505.22996103388
17PCTFAZUP,Firm K,,I,55109602,2018-06-12 08:07:00,2183,17612.92011883362
ZKMO6UT86Q,Firm J,,I,-36841956,2018-10-26 15:42:01,9667,-218.4566079797678
MUJWN4XFML,,,P,-45732731,2018-01-27 12:40:01,1972,-3164.1484371517577
SXS9F6CSY1,Firm L,YES,I,57655263,2018-10-17 11:08:00,1972,64822.98821277662
701CU2R5WE,Firm J,,I,23453688,2018-01-02 11:34:00,6099,17162.384824976314
QXNWJE6H5G,Firm J,,I,62719312,2018-05-06 19:30:00,9667,9042.516824748876
AM03D1XUAP,Firm L,YES,I,68230237,2018-12-29 02:23:00,5280,121247.4675598879
4KWW1KR3JY,Firm L,YES,I,-44237963,2018-03-18 20:07:01,7455,-5130.114766614383
C9NRGXF7IO,Firm J,,I,18283419,2018-12-21 16:55:00,2837,228777.14988237663
SCQ0XCQ7O1,Firm L,YES,I,32120570,2018-07-11 21:40:00,7455,5587.928085310798
IPOVLD1W8W,,,P,-78996724,2018-01-16 09:51:01,1246,-8091.512531306479
AM03D1XUAP,Firm L,YES,I,35962083,2018-11-20 15:15:00,2837,82014.05015794601
WCEPX3NJVK,,,P,31384843,2018-02-18 21:13:05,4252,8210.38161673488
2MVH9N44OT,Firm I,,I,23900383,2018-04-09 22:45:00,1017,11696.350434037837
6RUCM9BPJ9,,,P,75724372,2018-04-08 06:56:00,6168,1973.564405479371
R89BBWNCD8,Firm B,,I,90623226,2018-02-05 01:16:00,2892,10870.888418402159
N5TBEZFG1P,Firm L,YES,I,26987452,2018-03-03 23:46:00,6168,14763.088706086044
ZW0J9NZAS3,,,P,79516280,2018-05-16 11:21:10,9667,15744.992790761064
2A9X4KHXZI,Firm C,,I,53074204,2018-04-29 04:38:00,2837,5866.385847027881
F887AXNEJ8,Firm C,,I,92062322,2018-12-29 09:05:00,1549,8834.069475582266
K3M3GSSAN2,Firm L,YES,I,84829642,2018-02-14 18:12:00,1017,-205.0085340517489
WCEPX3NJVK,,,P,-65699484,2018-05-15 23:57:08,1017,-10755.76767859247
ADY9EZRG5S,,,P,19545106,2018-11-22 11:45:00,1017,63719.06673771423
8IFVOHRN39,Firm E,,I,58403175,2018-01-05 22:18:00,6168,15414.30558186889
7VBKY5B1PM,,,P,79301285,2018-04-28 08:53:00,1017,13488.29966026836
H8G804ZI5V,Firm J,,I,31570155,2018-04-28 22:14:00,2439,2631.7414186694627
MMF0ILGGR0,,,P,38273823,2018-02-07 04:40:05,9667,15442.059789554723
ZK6QSE5CWV,Firm G,YES,I,44964864,2018-12-29 19:52:00,4330,106781.56702884284
RA6JIGZVI2,Firm G,YES,I,64150155,2018-01-18 03:50:00,4330,232410.51125828354
8UD4S22K70,,,P,27819501,2018-06-17 23:24:00,1017,15275.114429320989
K3M3GSSAN2,Firm L,YES,I,33268674,2018-08-04 01:24:00,1017,6953.746586729518
HBRJJ06A8Z,Firm J,,I,68874159,2018-08-30 20:41:00,1017,10249.62821617768
XJZM8GRCHE,Firm L,YES,I,89839440,2018-07-22 22:48:00,9667,-1694.0082298781815
HBRJJ06A8Z,Firm J,,I,78614499,2018-11-05 04:43:00,4330,10033.121220825593
20B9HH7W8T,,,P,-51450543,2018-02-12 07:22:08,1017,-16904.074021766482
20B9HH7W8T,,,P,13411084,2018-10-20 00:17:00,2439,5122.061115031879
R8P9WHSOGD,,,P,38952121,2018-08-26 12:58:00,4330,14238.746218678903
ZK6QSE5CWV,Firm G,YES,I,89541485,2018-12-18 13:55:00,6168,230772.27418908305
SXS9F6CSY1,Firm L,YES,I,59315114,,1017,49345.05692875264
TN2QK2P9RS,,,P,16327808,2018-05-09 07:57:00,5280,11229.46624195568
3Y1K6KE4BT,,,P,80841801,2018-07-07 14:19:00,4252,10273.264594145943
K2HI7Z6A4L,,,P,48872468,2018-11-04 18:58:00,1017,18703.95201309724
5KO6XTG3NZ,Firm H,,I,26454328,2018-12-29 23:20:00,6099,14295.28397819329
QZ8A8293I9,Firm G,YES,I,90174486,2018-05-29 05:19:05,4330,6543.38632603845
N5XWRI212R,Firm A,,I,75116327,2018-07-04 01:05:00,2837,5979.957146296955
TPJKXTM0CB,Firm C,,I,69995210,2018-07-05 02:31:00,1017,59501.99211987803
623GI3T18A,Firm C,,I,30505951,,1017,-463.94920833525254
QZ8A8293I9,Firm G,YES,I,63046713,2018-06-03 05:19:00,1017,3543.1485676214425
HBRJJ06A8Z,Firm J,,I,-55204842,2018-10-01 20:24:01,1972,-14662.93143164093
LMPLLW4ENR,Firm K,,I,-42129927,2018-07-04 02:37:08,2837,-2858.256871405578
TXW929QG7V,Firm A,,I,94675391,2018-01-20 21:10:00,1972,-5397.454037763877
827HZMYB0T,Firm J,,I,-12534761,2018-04-13 12:25:01,6099,-14180.03992685257
FECOMP3J0U,,,P,32153908,2018-07-24 13:44:00,1017,7067.984893031578
U3TBS57JJ5,,,P,30228337,2018-09-09 20:06:05,4330,7767.633174008709
2F99RMVRIZ,Firm G,YES,I,70391308,2018-06-25 13:57:00,2837,11809.268167915645
H3EALASYBT,,,P,-70577969,2018-03-12 07:47:01,2439,-13137.917351041917
N5XWRI212R,Firm A,,I,-68573020,2018-12-02 20:20:01,6168,-13704.092751839351
ZQ5C5X1DWI,,,P,-99408470,2018-07-31 01:23:01,2837,-14168.753418159982
5EEVEQ6ENR,,,P,93053846,2018-08-06 04:40:00,2439,13500.228773858717
WCEPX3NJVK,,,P,30869023,2018-03-17 08:33:00,1017,5686.487582350394
SCQ0XCQ7O1,Firm L,YES,I,19691956,2018-10-18 03:40:00,1017,19101.93771789818
827HZMYB0T,Firm J,,I,11283274,2018-02-03 13:48:00,1017,1564.4759325534687
AM03D1XUAP,Firm L,YES,I,22108172,2018-11-21 06:02:00,7341,92492.86637812764
SCQ0XCQ7O1,Firm L,YES,I,67553732,2018-07-01 16:10:00,1017,5937.336276614609
B79TELFZL7,Firm J,,I,93518764,2018-05-24 18:02:00,1017,5242.080182069358
EQF1X3CNKZ,,,P,69494165,2018-11-17 04:05:00,4252,7641.184228301631
W1Y175DVPO,Firm B,,I,10153218,2018-08-04 10:13:10,4215,14679.575345102363
NTEGEVCM9X,Firm H,,I,29933309,2018-06-01 22:57:00,9667,-13112.48698247489
TXW929QG7V,Firm A,,I,10092556,2018-02-20 17:37:00,1549,101885.01798901462
R5S5MUFVWU,Firm C,,I,83829483,2018-05-16 14:23:00,1017,12708.95786448936
TN2QK2P9RS,,,P,-65636212,2018-02-03 18:30:01,1017,-7494.308802822692
N0UGYR5O8A,Firm L,YES,I,36063026,2018-07-17 04:52:00,4330,4991.2634369499
AM03D1XUAP,Firm L,YES,I,34969882,,1017,74391.76453100987
CG6E63JPB7,Firm K,,I,74616942,2018-12-25 12:48:00,1017,18880.06925973719
FO8YWV23ZK,Firm I,,I,18699783,,9667,64082.00122185432
7VBKY5B1PM,,,P,46661017,2018-07-16 08:03:00,1017,4184.7798504915645
QZ8A8293I9,Firm G,YES,I,43015108,2018-07-04 15:28:00,6168,7057.079487892095
20B9HH7W8T,,,P,62932995,2018-06-13 02:32:00,1549,22338.91229025122
C9NRGXF7IO,Firm J,,I,35047667,2018-03-14 06:11:00,4330,49607.169284037736
PO2L3AEFED,Firm H,,I,94253674,2018-09-04 17:57:00,2183,9462.807416851645
NOFRPS4Q9T,Firm J,,I,24851292,2018-10-08 19:22:00,1017,17543.482483365588
HBRJJ06A8Z,Firm J,,I,65398927,2018-10-26 01:34:00,1017,2732.181049081161
U7BJKAE83O,,,P,82281072,2018-08-22 10:52:00,6168,9435.548740842438
YH7NSGYL1V,Firm F,,I,62565124,2018-09-06 06:30:00,2439,19090.877286842384
ADY9EZRG5S,,,P,94206733,2018-05-08 05:00:00,4252,54750.69590675976
V9N3ZKPZHH,,,P,67073017,2018-01-28 06:01:00,2439,-300.4676705366801
Z3X0LBABH7,Firm K,,I,70661522,2018-07-28 06:36:05,1017,7263.455515542224
RBD08MZXX1,Firm A,,I,74291153,2018-04-15 19:58:00,9667,5644.450766305631
EQF1X3CNKZ,,,P,39930271,2018-11-28 18:52:00,2892,15281.614050531603
8UD4S22K70,,,P,49844419,2018-06-16 20:48:00,1017,8612.299945261628
FAMB7AU0KM,Firm K,,I,31046363,2018-08-14 16:23:05,2439,8967.872154401812
V9N3ZKPZHH,,,P,92268856,2018-10-15 07:15:05,2183,3947.5439709320563
YH7NSGYL1V,Firm F,,I,56987970,2018-12-13 21:12:00,7455,10960.464060489214
701CU2R5WE,Firm J,,I,59432562,2018-02-04 12:01:00,1017,3666.717372236745
UDSS4B9P65,Firm G,YES,I,-53893438,2018-10-30 02:48:01,4330,-9132.746339408548
DQX3E7JVFZ,Firm K,,I,-79668100,2018-05-02 03:59:01,5280,-13775.986178435076
WCEPX3NJVK,,,P,87595414,2018-03-25 14:48:00,1972,10426.122428563109
007AS3ESRJ,Firm J,,I,93200603,2018-08-20 21:36:05,9667,5115.481728991042
E4IAL3HYBA,Firm A,,I,96805905,2018-04-12 19:38:00,1549,6180.175984062868
QH6U83FHKN,Firm J,,I,54450892,2018-04-09 17:23:00,7455,68126.0111104541
H8G804ZI5V,Firm J,,I,56378197,2018-10-26 01:37:00,6099,15626.82995206854
UI7EJIY2KI,Firm C,,I,-51219228,2018-04-17 05:29:01,1017,-8262.975448579564
PO2L3AEFED,Firm H,,I,43375962,2018-03-19 22:22:00,6099,11226.734268930271
4L0Q61KPQL,Firm E,,I,12959916,2018-05-13 00:04:00,5280,11581.516790952774
4ODNGNJKKP,Firm C,,I,46845432,2018-04-09 12:27:00,1017,4268.644354857298
TPJKXTM0CB,Firm C,,I,49979011,2018-10-01 18:44:00,1549,67265.94813111975
E4IAL3HYBA,Firm A,,I,66465429,2018-09-22 06:03:00,7341,11562.283431429978
CG6E63JPB7,Firm K,,I,85198035,2018-12-06 09:43:00,5280,9862.603233209964
FO8YWV23ZK,Firm I,,I,84661139,2018-07-11 17:03:00,2837,70448.09570677951
Q16YO4JCU6,Firm K,,I,21685618,2018-11-01 02:30:00,1972,11947.362435616766
U9EL7D4ERT,Firm E,,I,31036107,2018-03-13 11:35:00,4330,101267.80448956844
2MVH9N44OT,Firm I,,I,43749445,2018-08-12 17:10:00,1017,17901.339396182102
08JLESLKWL,,,P,11013712,2018-07-28 19:40:05,1549,1893.1046964485024
CAHOEUK4TH,Firm L,YES,I,93495169,2018-09-21 16:51:00,1017,19514.01695088209
4L0Q61KPQL,Firm E,,I,62256088,2018-05-10 10:12:00,2183,462.34334449680136
FECOMP3J0U,,,P,75016370,2018-01-28 21:25:00,4330,14924.452543307736
5EEVEQ6ENR,,,P,61882957,2018-10-22 22:51:00,1017,8423.30168020708
3XO893HUB7,Firm A,,I,44357666,2018-03-06 07:17:00,9667,4031.9922507546753
ADY9EZRG5S,,,P,82205830,2018-03-31 00:39:00,1017,63864.19012279228
ZKMO6UT86Q,Firm J,,I,81373008,2018-03-31 21:44:00,1017,14512.853597302495
QH6U83FHKN,Firm J,,I,52405499,2018-09-16 00:04:00,1017,55401.157751977684
RBD08MZXX1,Firm A,,I,86035342,2018-02-16 13:30:00,4330,2348.618847130017
FO8YWV23ZK,Firm I,,I,81837945,2018-11-30 20:03:00,2183,73692.61074502765
2A9X4KHXZI,Firm C,,I,76069662,2018-04-08 08:51:00,4330,6592.2192463431265
623GI3T18A,Firm C,,I,13829861,2018-06-10 23:51:00,4252,13730.04306126808
FO8YWV23ZK,Firm I,,I,95566296,2018-10-03 10:12:00,1972,58672.60237720729
LMPLLW4ENR,Firm K,,I,-51002801,2018-01-18 03:25:01,1017,-13395.03554500792
0ESA3CXA5N,Firm J,,I,-13633714,2018-10-17 16:54:01,6168,-10167.483503542504
K2HI7Z6A4L,,,P,86231823,2018-09-28 15:37:00,5280,9797.664229118856
F887AXNEJ8,Firm C,,I,86179330,,6099,10658.412014160796
701CU2R5WE,Firm J,,I,37262357,2018-08-26 22:21:00,1549,4650.109672297468
AYGKZW5YPG,Firm C,,I,48767539,2018-10-31 22:47:00,2439,-48139.07188893395
5EEVEQ6ENR,,,P,62648809,2018-11-26 06:52:00,2837,7737.284579685353
QH6U83FHKN,Firm J,,I,32891420,2018-10-08 22:21:00,4330,56727.562855940436
F887AXNEJ8,Firm C,,I,37354709,2018-10-13 04:45:05,1549,3553.6772333023277
TMD4NCAUKL,Firm H,,I,56975391,2018-11-23 18:42:00,1017,75313.78590437482
2MVH9N44OT,Firm I,,I,-98286023,2018-08-08 17:06:01,1972,-9573.224806382954
T8NOPQSIWF,,,P,14087650,2018-04-20 09:20:00,1017,5150.582227418005
N5TBEZFG1P,Firm L,YES,I,72223655,2018-05-06 17:22:00,1017,16851.280368971715
RAO5TAG1BD,,,P,98795483,2018-04-24 20:34:00,4330,270904.7373027793
MUJWN4XFML,,,P,26778793,2018-12-15 07:05:00,1017,4147.292383035247
RBD08MZXX1,Firm A,,I,-69982018,2018-10-08 22:42:01,2439,-7051.133004338345
WCEPX3NJVK,,,P,11232417,2018-03-26 22:40:00,2439,12417.401936905408
U7BJKAE83O,,,P,17245260,2018-02-09 16:34:00,4252,8734.818963117406
3B7BHD6UEU,Firm L,YES,I,32957015,2018-07-21 08:28:00,9667,8134.992944164921
DBYS4P30SU,Firm J,,I,10437873,2018-11-02 10:36:00,7341,78979.29655934128
3XO893HUB7,Firm A,,I,77503915,2018-02-07 09:38:00,7341,8506.927827934629
N5TBEZFG1P,Firm L,YES,I,26102106,2018-11-02 07:16:00,1972,8395.520353130805
QH6U83FHKN,Firm J,,I,26722376,2018-09-18 19:24:00,1972,46873.18141613617
3IZHN85PK8,Firm J,,I,91377325,2018-09-03 19:36:00,6099,3005.388681119779
Z3X0LBABH7,Firm K,,I,23510969,2018-07-26 05:52:00,7455,7762.28524515383
N0UGYR5O8A,Firm L,YES,I,-88529768,2018-10-03 03:26:08,1549,2771.39001933819
RA6JIGZVI2,Firm G,YES,I,96245226,2018-06-28 02:39:00,1017,135281.93511776667
CDGKL7HHXF,Firm J,,I,53243483,2018-04-16 00:20:00,2439,1246.7554751769985
K2HI7Z6A4L,,,P,78959780,2018-01-23 23:41:00,6168,6521.103830461445
20B9HH7W8T,,,P,18979587,2018-09-19 00:33:00,2183,16883.74613046174
Z3X0LBABH7,Firm K,,I,-54415877,2018-07-23 04:12:01,4330,-7512.707411331286
5EEVEQ6ENR,,,P,69387627,2018-06-20 01:21:00,1017,13182.698053529191
08JLESLKWL,,,P,14207890,2018-07-05 11:09:00,2439,5269.092245384576
007AS3ESRJ,Firm J,,I,21380566,2018-05-21 22:50:00,9667,1833.718680573249
AM03D1XUAP,Firm L,YES,I,79183252,2018-03-19 08:00:00,2183,-96832.41438445619
Q16YO4JCU6,Firm K,,I,99804537,2018-03-27 03:45:00,1017,9975.32559080307
TN2QK2P9RS,,,P,75880028,2018-03-15 00:16:00,1017,8102.1263372780895
RAO5TAG1BD,,,P,81370079,2018-02-06 18:57:00,2837,144318.89498199234
TMD4NCAUKL,Firm H,,I,61338364,2018-10-27 00:21:00,5280,60405.57843724902
K2HI7Z6A4L,,,P,13394419,2018-02-19 05:18:00,9667,5658.481751640435
08JLESLKWL,,,P,86287890,2018-03-01 05:45:00,7341,11761.275273953228
OMJMSPEXOA,Firm L,YES,I,16246453,2018-05-02 08:04:00,4330,78084.82147762508
R89BBWNCD8,Firm B,,I,20474828,2018-04-28 08:59:05,1017,8792.205961440299
