DATE,ID,EMAIL_SENT,EMAIL_OPENED,IN_PERSON_MEETING,PHONE_ATTEMPT,PHONE_SUCCESS,WEBINAR,MAIL
04/29/2018,U9EL7D4ERT,20,19,0,2,2,64,1
02/24/2018,U9EL7D4ERT,28,23,0,3,2,7,0
01/04/2018,U9EL7D4ERT,39,18,1,0,2,52,0
01/16/2018,U9EL7D4ERT,2,24,1,3,2,73,1
08/29/2018,U9EL7D4ERT,4,15,4,0,1,54,2
02/21/2018,U9EL7D4ERT,28,21,2,3,1,31,1
01/01/2018,U9EL7D4ERT,12,13,4,3,0,73,2
05/03/2018,U9EL7D4ERT,14,4,3,3,0,36,2
02/14/2018,U9EL7D4ERT,8,32,0,1,0,38,2
01/03/2018,U9EL7D4ERT,29,19,3,3,0,4,0
10/10/2018,U9EL7D4ERT,6,27,4,1,0,41,2
07/06/2018,U9EL7D4ERT,4,26,2,3,0,25,2
09/15/2018,U9EL7D4ERT,31,30,2,1,0,11,1
09/04/2018,4L0Q61KPQL,15,3,1,1,2,5,0
12/22/2018,4L0Q61KPQL,32,20,0,3,1,19,0
07/13/2018,4L0Q61KPQL,36,17,4,0,0,61,2
04/07/2018,4L0Q61KPQL,20,8,4,1,0,25,0
01/12/2018,4L0Q61KPQL,18,32,1,2,2,78,1
06/24/2018,4L0Q61KPQL,0,33,1,1,1,5,2
04/13/2018,4L0Q61KPQL,20,18,2,3,0,66,2
11/07/2018,4L0Q61KPQL,2,1,0,2,1,1,1
07/29/2018,4L0Q61KPQL,35,8,4,0,2,79,2
12/15/2018,4L0Q61KPQL,19,5,0,2,1,79,1
08/07/2018,4L0Q61KPQL,2,5,1,0,1,69,0
03/13/2018,4L0Q61KPQL,36,31,0,1,2,2,1
11/08/2018,4L0Q61KPQL,14,11,0,0,1,6,2
05/30/2018,4L0Q61KPQL,0,32,3,2,1,27,1
01/30/2018,4L0Q61KPQL,28,1,4,0,2,42,0
08/22/2018,4L0Q61KPQL,11,14,3,1,2,50,2
10/23/2018,4L0Q61KPQL,35,9,2,0,0,36,2
03/27/2018,4L0Q61KPQL,36,20,3,2,1,25,2
09/01/2018,4L0Q61KPQL,23,31,2,3,2,52,2
12/12/2018,4L0Q61KPQL,25,17,0,2,1,19,0
01/06/2018,4L0Q61KPQL,14,7,2,3,0,59,1
10/14/2018,4L0Q61KPQL,24,5,1,0,2,31,1
10/13/2018,4L0Q61KPQL,24,12,0,0,2,51,0
04/02/2018,4L0Q61KPQL,5,0,1,2,2,35,0
08/19/2018,4L0Q61KPQL,35,31,1,2,2,30,0
07/05/2018,4L0Q61KPQL,9,31,2,1,2,57,2
12/19/2018,4L0Q61KPQL,10,9,2,0,1,5,1
12/02/2018,4L0Q61KPQL,36,21,3,2,2,28,0
09/06/2018,4L0Q61KPQL,36,2,4,0,2,55,1
01/21/2018,4L0Q61KPQL,33,29,1,0,0,33,1
05/07/2018,4L0Q61KPQL,3,14,2,0,2,6,1
07/13/2018,4L0Q61KPQL,24,2,2,0,2,27,2
12/16/2018,4L0Q61KPQL,2,1,4,1,0,61,2
07/07/2018,4L0Q61KPQL,11,28,3,1,2,66,2
10/06/2018,4L0Q61KPQL,1,17,2,0,0,20,0
06/12/2018,4L0Q61KPQL,37,32,1,0,0,79,2
10/22/2018,4L0Q61KPQL,23,11,3,0,1,60,2
06/26/2018,4L0Q61KPQL,15,8,4,3,1,61,2
02/27/2018,4L0Q61KPQL,37,20,2,0,2,53,2
02/19/2018,4L0Q61KPQL,25,31,2,0,0,53,2
02/22/2018,4L0Q61KPQL,33,3,3,2,0,66,2
06/23/2018,4L0Q61KPQL,15,6,2,1,2,64,0
09/29/2018,4L0Q61KPQL,36,3,3,1,2,33,0
04/10/2018,4L0Q61KPQL,7,2,1,3,1,16,0
10/24/2018,4L0Q61KPQL,26,29,0,2,1,36,2
07/16/2018,4L0Q61KPQL,6,27,4,2,0,47,1
05/17/2018,4L0Q61KPQL,6,5,3,2,0,3,1
06/18/2018,4L0Q61KPQL,24,25,0,2,2,4,0
06/13/2018,4L0Q61KPQL,2,11,3,0,2,72,2
08/30/2018,4L0Q61KPQL,6,6,2,0,1,15,0
05/31/2018,4L0Q61KPQL,9,14,0,2,0,79,1
07/13/2018,4L0Q61KPQL,26,10,0,1,1,41,2
11/01/2018,4L0Q61KPQL,7,26,4,2,0,76,1
05/31/2018,4L0Q61KPQL,29,30,4,0,2,64,1
03/18/2018,4L0Q61KPQL,33,29,4,2,2,45,2
12/19/2018,4L0Q61KPQL,27,8,0,1,1,77,0
12/11/2018,8IFVOHRN39,28,14,1,3,2,55,2
07/07/2018,8IFVOHRN39,5,10,2,2,2,9,2
04/26/2018,8IFVOHRN39,11,1,1,3,2,18,0
02/22/2018,8IFVOHRN39,8,21,3,0,2,49,0
07/10/2018,8IFVOHRN39,19,25,1,2,2,60,2
11/02/2018,8IFVOHRN39,1,0,0,2,2,51,0
06/08/2018,8IFVOHRN39,8,31,2,1,2,79,1
01/21/2018,8IFVOHRN39,11,4,0,3,0,18,0
06/20/2018,8IFVOHRN39,26,15,2,3,2,56,1
01/02/2018,8IFVOHRN39,9,8,2,0,1,38,0
04/06/2018,8IFVOHRN39,14,2,2,1,1,9,1
10/24/2018,8IFVOHRN39,17,23,0,2,1,74,1
10/04/2018,8IFVOHRN39,14,11,3,1,1,7,0
09/06/2018,8IFVOHRN39,31,19,3,3,1,26,0
02/16/2018,8IFVOHRN39,20,11,4,3,1,11,2
05/17/2018,8IFVOHRN39,10,28,2,2,1,27,1
01/06/2018,8IFVOHRN39,20,27,1,2,2,65,0
05/18/2018,8IFVOHRN39,16,9,3,0,0,32,0
11/26/2018,8IFVOHRN39,23,11,3,0,2,53,1
01/01/2018,8IFVOHRN39,38,7,3,1,0,44,0
05/09/2018,8IFVOHRN39,31,29,1,2,2,55,2
01/28/2018,8IFVOHRN39,25,21,4,3,1,63,1
04/25/2018,8IFVOHRN39,26,10,1,0,0,63,2
04/13/2018,8IFVOHRN39,10,3,3,0,0,39,1
12/24/2018,8IFVOHRN39,9,26,4,0,1,47,0
09/24/2018,8IFVOHRN39,11,26,1,3,2,62,2
12/12/2018,8IFVOHRN39,34,11,2,3,1,47,0
08/26/2018,8IFVOHRN39,9,25,1,1,0,72,1
09/03/2018,8IFVOHRN39,37,30,1,0,1,49,0
09/08/2018,YH7NSGYL1V,3,22,1,2,2,34,0
02/22/2018,YH7NSGYL1V,15,11,1,2,0,57,2
03/13/2018,YH7NSGYL1V,21,3,0,3,2,20,0
11/11/2018,YH7NSGYL1V,9,5,4,1,0,14,1
11/03/2018,YH7NSGYL1V,23,7,4,1,2,76,0
12/15/2018,YH7NSGYL1V,32,6,2,1,0,48,0
03/04/2018,YH7NSGYL1V,15,19,3,1,1,53,1
07/10/2018,YH7NSGYL1V,1,13,0,2,1,27,2
07/21/2018,YH7NSGYL1V,31,22,0,0,0,59,2
04/15/2018,YH7NSGYL1V,6,30,0,0,0,66,0
12/24/2018,YH7NSGYL1V,28,29,2,0,2,19,2
03/16/2018,YH7NSGYL1V,22,22,0,2,2,52,2
07/26/2018,YH7NSGYL1V,22,10,1,2,1,10,2
11/22/2018,YH7NSGYL1V,3,10,1,3,0,67,0
09/04/2018,YH7NSGYL1V,21,13,3,2,1,70,0
02/17/2018,YH7NSGYL1V,9,28,0,0,2,24,1
04/25/2018,YH7NSGYL1V,39,24,2,2,2,19,0
08/21/2018,YH7NSGYL1V,28,26,4,3,1,0,2
04/28/2018,YH7NSGYL1V,29,29,2,2,1,71,2
05/14/2018,YH7NSGYL1V,9,21,3,1,0,79,1
11/30/2018,YH7NSGYL1V,3,7,3,1,2,67,0
03/03/2018,YH7NSGYL1V,9,24,0,0,1,3,2
09/09/2018,YH7NSGYL1V,10,24,4,0,1,51,0
02/15/2018,YH7NSGYL1V,35,21,0,2,2,38,1
12/09/2018,YH7NSGYL1V,13,21,3,2,2,61,1
03/24/2018,YH7NSGYL1V,35,10,4,2,1,11,0
03/20/2018,YH7NSGYL1V,7,16,2,3,0,9,2
04/11/2018,YH7NSGYL1V,16,31,1,3,1,5,0
03/24/2018,YH7NSGYL1V,39,33,0,1,1,38,2
06/26/2018,YH7NSGYL1V,17,19,1,1,1,44,1
11/04/2018,YH7NSGYL1V,35,2,2,0,0,33,0
09/08/2018,YH7NSGYL1V,20,25,0,2,1,49,1
08/23/2018,YH7NSGYL1V,7,3,1,0,2,4,0
01/19/2018,YH7NSGYL1V,5,26,2,3,0,31,1
07/22/2018,YH7NSGYL1V,30,19,2,3,1,61,2
07/21/2018,YH7NSGYL1V,14,8,0,3,2,47,0
07/06/2018,YH7NSGYL1V,26,6,0,1,0,19,0
03/26/2018,YH7NSGYL1V,19,9,3,2,0,16,0
11/13/2018,YH7NSGYL1V,11,31,1,3,0,25,1
03/10/2018,YH7NSGYL1V,19,16,4,2,0,23,0
06/11/2018,YH7NSGYL1V,5,25,3,0,0,40,0
09/15/2018,YH7NSGYL1V,22,3,2,1,1,20,2
05/16/2018,YH7NSGYL1V,28,18,4,1,0,3,1
09/13/2018,YH7NSGYL1V,25,16,1,0,0,31,2
06/15/2018,YH7NSGYL1V,33,9,4,0,0,65,1
09/29/2018,YH7NSGYL1V,34,13,0,3,0,59,2
12/25/2018,YH7NSGYL1V,26,7,1,1,0,2,1
12/15/2018,YH7NSGYL1V,7,21,1,1,2,61,1
03/24/2018,YH7NSGYL1V,25,28,1,2,2,35,2
07/18/2018,YH7NSGYL1V,5,25,3,3,0,60,2
06/25/2018,YH7NSGYL1V,18,19,0,1,1,1,0
05/31/2018,YH7NSGYL1V,24,16,3,2,2,40,1
02/18/2018,YH7NSGYL1V,7,1,0,3,1,78,1
05/21/2018,YH7NSGYL1V,39,5,2,2,2,49,1
10/21/2018,YH7NSGYL1V,28,23,3,1,2,14,1
08/15/2018,YH7NSGYL1V,6,2,3,1,2,43,0
11/08/2018,YH7NSGYL1V,10,18,4,2,2,41,1
02/23/2018,YH7NSGYL1V,32,27,2,0,0,57,2
04/22/2018,YH7NSGYL1V,7,29,1,2,2,44,1
03/18/2018,YH7NSGYL1V,12,29,2,0,1,3,1
05/15/2018,YH7NSGYL1V,19,32,2,3,1,32,0
08/15/2018,GKKCWNOKZ0,34,28,1,1,2,54,1
05/26/2018,GKKCWNOKZ0,18,4,2,3,2,64,1
04/26/2018,GKKCWNOKZ0,26,10,0,1,0,39,0
11/29/2018,GKKCWNOKZ0,3,0,1,3,0,63,2
10/10/2018,GKKCWNOKZ0,20,32,4,0,1,32,1
05/29/2018,GKKCWNOKZ0,20,31,1,3,2,28,0
11/06/2018,GKKCWNOKZ0,16,23,4,3,1,28,1
03/17/2018,GKKCWNOKZ0,14,22,0,1,2,30,2
05/03/2018,GKKCWNOKZ0,4,29,1,2,0,39,2
10/02/2018,GKKCWNOKZ0,28,8,0,1,1,21,2
10/19/2018,GKKCWNOKZ0,6,25,2,1,2,35,2
08/25/2018,GKKCWNOKZ0,30,14,4,3,2,17,2
04/30/2018,GKKCWNOKZ0,4,4,3,2,1,51,1
10/30/2018,GKKCWNOKZ0,24,10,2,1,2,41,0
07/10/2018,GKKCWNOKZ0,33,11,1,2,0,28,2
12/09/2018,GKKCWNOKZ0,18,10,1,2,1,76,2
05/14/2018,GKKCWNOKZ0,28,6,4,0,1,51,0
03/06/2018,GKKCWNOKZ0,19,4,4,1,0,14,2
04/20/2018,GKKCWNOKZ0,11,0,0,2,0,69,2
04/29/2018,GKKCWNOKZ0,14,4,1,1,2,33,1
12/18/2018,GKKCWNOKZ0,34,26,1,2,2,60,0
07/02/2018,GKKCWNOKZ0,30,13,1,1,0,67,1
05/16/2018,GKKCWNOKZ0,24,11,1,2,0,66,0
08/24/2018,GKKCWNOKZ0,12,14,2,2,2,66,2
04/28/2018,GKKCWNOKZ0,9,19,1,2,1,70,2
12/17/2018,GKKCWNOKZ0,27,1,2,3,2,65,1
03/03/2018,GKKCWNOKZ0,7,5,0,1,2,38,1
08/17/2018,GKKCWNOKZ0,26,32,1,3,1,71,0
06/22/2018,GKKCWNOKZ0,38,8,2,2,0,39,0
04/30/2018,GKKCWNOKZ0,13,24,1,1,0,77,0
02/26/2018,GKKCWNOKZ0,28,22,2,3,2,74,0
06/02/2018,GKKCWNOKZ0,31,8,0,3,1,31,2
05/30/2018,GKKCWNOKZ0,33,12,3,3,1,66,1
04/28/2018,GKKCWNOKZ0,29,1,2,0,1,2,0
10/18/2018,GKKCWNOKZ0,29,28,2,3,1,70,1
12/30/2018,GKKCWNOKZ0,8,17,0,3,2,70,1
02/04/2018,GKKCWNOKZ0,24,30,4,0,0,72,1
04/24/2018,GKKCWNOKZ0,27,11,4,2,1,66,1
10/22/2018,GKKCWNOKZ0,19,20,0,1,2,49,0
01/12/2018,GKKCWNOKZ0,17,33,4,1,1,32,1
05/28/2018,GKKCWNOKZ0,28,29,0,2,0,36,0
04/10/2018,GKKCWNOKZ0,20,18,1,3,0,17,2
11/09/2018,GKKCWNOKZ0,7,15,2,1,2,68,2
01/14/2018,GKKCWNOKZ0,13,4,0,3,0,16,2
01/15/2018,GKKCWNOKZ0,38,25,4,0,1,61,2
11/16/2018,GKKCWNOKZ0,6,32,1,2,0,20,2
08/26/2018,GKKCWNOKZ0,5,13,0,3,1,18,2
01/20/2018,GKKCWNOKZ0,39,2,3,2,0,26,0
09/18/2018,GKKCWNOKZ0,8,10,4,1,0,21,1
03/20/2018,GKKCWNOKZ0,32,3,0,0,0,19,2
01/29/2018,ZK6QSE5CWV,19,13,4,1,2,2,2
05/19/2018,ZDOIN2X3US,27,29,3,0,2,54,2
09/06/2018,ZDOIN2X3US,17,6,0,0,0,65,2
04/04/2018,ZDOIN2X3US,27,26,3,1,2,32,2
03/31/2018,ZDOIN2X3US,2,31,4,3,0,16,2
02/11/2018,ZDOIN2X3US,38,13,2,0,1,52,2
10/20/2018,ZDOIN2X3US,9,4,2,1,0,64,2
05/18/2018,ZDOIN2X3US,4,7,2,2,1,9,0
09/13/2018,ZDOIN2X3US,20,16,4,2,0,43,0
08/10/2018,ZDOIN2X3US,22,8,3,0,2,33,2
03/27/2018,ZDOIN2X3US,16,15,1,1,0,57,1
05/20/2018,ZDOIN2X3US,39,22,1,3,2,4,0
04/15/2018,ZDOIN2X3US,33,2,3,1,0,68,1
01/16/2018,ZDOIN2X3US,17,28,0,1,2,70,2
07/14/2018,ZDOIN2X3US,16,28,2,2,2,24,2
12/26/2018,ZDOIN2X3US,35,5,3,1,1,75,0
02/23/2018,ZDOIN2X3US,32,12,2,3,0,29,1
12/07/2018,ZDOIN2X3US,2,14,3,0,0,56,0
04/26/2018,ZDOIN2X3US,11,27,3,2,0,42,0
06/23/2018,ZDOIN2X3US,20,26,3,1,0,72,1
04/02/2018,ZDOIN2X3US,16,22,4,1,0,67,0
04/27/2018,ZDOIN2X3US,34,24,2,3,0,78,0
03/20/2018,ZDOIN2X3US,38,31,2,1,2,15,0
12/16/2018,ZDOIN2X3US,19,25,0,0,2,58,2
07/06/2018,ZDOIN2X3US,19,23,4,1,0,55,0
03/21/2018,ZDOIN2X3US,15,2,1,3,1,20,0
06/08/2018,ZDOIN2X3US,29,9,4,1,1,12,1
02/06/2018,ZDOIN2X3US,18,10,4,2,1,22,0
10/11/2018,ZDOIN2X3US,18,7,2,3,2,1,1
05/25/2018,ZDOIN2X3US,4,13,0,1,0,4,1
07/06/2018,ZDOIN2X3US,36,25,3,0,1,16,1
10/13/2018,ZDOIN2X3US,16,21,3,0,0,18,2
07/04/2018,ZDOIN2X3US,26,17,1,3,2,8,1
08/24/2018,ZDOIN2X3US,37,10,3,3,2,23,1
05/18/2018,ZDOIN2X3US,12,0,3,3,2,9,2
04/01/2018,ZDOIN2X3US,32,12,2,2,2,56,1
12/07/2018,ZDOIN2X3US,16,4,0,2,2,68,1
06/17/2018,ZDOIN2X3US,8,23,1,2,1,66,1
10/25/2018,ZDOIN2X3US,24,10,3,1,2,28,0
07/16/2018,ZDOIN2X3US,3,21,1,2,1,25,1
05/26/2018,ZDOIN2X3US,30,6,1,3,0,45,2
04/22/2018,ZDOIN2X3US,13,26,3,0,1,28,1
03/02/2018,ZDOIN2X3US,3,7,3,3,1,25,2
02/20/2018,ZDOIN2X3US,0,29,3,0,1,29,2
05/21/2018,ZDOIN2X3US,27,23,3,1,1,51,1
09/13/2018,ZDOIN2X3US,1,10,3,0,2,26,1
03/06/2018,ZDOIN2X3US,3,10,0,3,1,33,1
07/23/2018,ZDOIN2X3US,18,31,1,1,1,40,0
07/01/2018,ZDOIN2X3US,30,31,3,2,2,32,2
08/25/2018,ZDOIN2X3US,34,5,3,2,2,61,0
10/04/2018,ZDOIN2X3US,30,26,3,1,1,20,2
04/04/2018,ZDOIN2X3US,29,22,2,0,1,59,0
01/17/2018,ZDOIN2X3US,34,6,4,2,0,61,2
12/01/2018,ZDOIN2X3US,17,27,4,1,0,14,2
06/27/2018,ZDOIN2X3US,20,26,1,0,1,70,0
09/19/2018,ZDOIN2X3US,31,17,1,2,2,30,2
05/22/2018,ZDOIN2X3US,34,26,2,3,2,27,2
05/28/2018,ZDOIN2X3US,12,14,2,1,2,55,0
03/09/2018,ZDOIN2X3US,25,14,4,1,1,3,1
10/06/2018,ZDOIN2X3US,7,14,0,2,0,61,2
04/10/2018,ZDOIN2X3US,3,16,4,2,2,58,0
05/15/2018,ZDOIN2X3US,2,30,1,2,0,78,2
08/18/2018,ZDOIN2X3US,5,12,3,1,2,71,0
05/18/2018,ZDOIN2X3US,23,15,3,2,0,63,1
11/25/2018,ZDOIN2X3US,8,0,1,3,0,76,2
09/11/2018,ZDOIN2X3US,31,10,4,2,0,72,1
06/16/2018,ZDOIN2X3US,18,26,2,3,0,67,2
12/08/2018,ZDOIN2X3US,35,10,4,2,0,23,2
11/24/2018,ZDOIN2X3US,2,33,3,0,0,25,2
02/01/2018,ZDOIN2X3US,4,31,0,0,0,20,1
11/25/2018,ZDOIN2X3US,7,14,3,0,2,47,2
02/13/2018,ZDOIN2X3US,9,2,3,3,1,25,1
11/28/2018,ZDOIN2X3US,31,32,2,2,1,12,2
10/17/2018,ZDOIN2X3US,17,8,2,3,0,71,1
05/27/2018,ZDOIN2X3US,3,33,3,2,0,6,0
07/03/2018,ZDOIN2X3US,9,15,1,3,1,66,2
10/28/2018,ZDOIN2X3US,11,4,2,3,1,65,1
11/17/2018,ZDOIN2X3US,9,23,2,1,1,23,2
10/26/2018,ZDOIN2X3US,10,12,0,0,1,8,1
05/24/2018,ZDOIN2X3US,28,10,3,1,1,66,2
10/11/2018,ZDOIN2X3US,3,0,3,0,0,72,0
01/30/2018,ZDOIN2X3US,6,10,4,2,1,69,0
02/22/2018,UDSS4B9P65,30,16,1,3,2,40,2
11/29/2018,UDSS4B9P65,17,24,2,1,0,51,1
05/23/2018,UDSS4B9P65,36,6,4,2,0,45,1
12/17/2018,UDSS4B9P65,38,15,4,0,2,31,2
09/17/2018,UDSS4B9P65,2,12,3,2,2,17,2
01/27/2018,UDSS4B9P65,36,15,1,2,0,16,0
10/11/2018,UDSS4B9P65,16,2,4,2,2,61,2
01/24/2018,UDSS4B9P65,29,25,3,0,0,70,2
04/19/2018,UDSS4B9P65,22,19,1,2,0,12,0
02/17/2018,UDSS4B9P65,9,7,0,0,0,32,2
01/22/2018,UDSS4B9P65,10,26,4,2,2,31,0
02/18/2018,UDSS4B9P65,2,26,1,1,2,8,2
10/18/2018,UDSS4B9P65,29,30,0,1,0,24,0
06/21/2018,UDSS4B9P65,28,13,0,3,1,17,0
09/27/2018,4R2CINXSWI,36,1,2,2,2,20,2
08/16/2018,4R2CINXSWI,13,5,4,2,1,62,2
01/20/2018,4R2CINXSWI,3,29,3,3,1,54,1
09/26/2018,4R2CINXSWI,36,24,0,3,1,50,2
06/23/2018,4R2CINXSWI,15,15,2,1,1,63,1
08/08/2018,4R2CINXSWI,39,4,0,2,0,59,1
04/10/2018,4R2CINXSWI,17,23,2,3,0,41,1
03/13/2018,4R2CINXSWI,32,15,3,1,2,76,1
06/17/2018,4R2CINXSWI,11,6,0,3,0,61,2
11/02/2018,4R2CINXSWI,0,17,3,3,1,39,2
09/30/2018,4R2CINXSWI,0,32,3,3,0,22,0
01/02/2018,4R2CINXSWI,2,22,2,3,1,22,1
02/28/2018,4R2CINXSWI,27,27,4,0,2,46,1
11/22/2018,4R2CINXSWI,33,28,3,0,0,56,1
05/07/2018,4R2CINXSWI,11,11,3,0,2,6,0
02/03/2018,4R2CINXSWI,0,6,3,3,0,0,1
01/13/2018,4R2CINXSWI,15,9,4,1,0,41,2
11/10/2018,4R2CINXSWI,21,16,0,3,2,59,2
04/23/2018,4R2CINXSWI,20,12,2,0,2,59,2
11/01/2018,4R2CINXSWI,32,22,0,0,2,4,1
05/20/2018,4R2CINXSWI,39,30,0,1,0,41,0
02/04/2018,4R2CINXSWI,19,33,3,1,0,46,2
07/09/2018,4R2CINXSWI,26,30,0,0,0,28,2
06/14/2018,4R2CINXSWI,13,21,2,2,0,20,1
07/18/2018,4R2CINXSWI,37,10,1,0,1,39,2
12/08/2018,4R2CINXSWI,29,9,0,2,1,65,0
03/14/2018,4R2CINXSWI,15,12,3,2,0,76,1
10/11/2018,4R2CINXSWI,11,5,3,2,0,79,1
10/03/2018,4R2CINXSWI,14,18,3,0,1,0,0
02/18/2018,4R2CINXSWI,38,13,0,3,0,33,0
09/19/2018,4R2CINXSWI,30,10,1,0,1,72,0
04/26/2018,4R2CINXSWI,12,27,3,3,2,48,0
06/12/2018,4R2CINXSWI,25,11,4,1,0,5,1
11/19/2018,4R2CINXSWI,39,24,3,1,1,0,1
11/06/2018,4R2CINXSWI,24,8,1,3,0,38,0
07/29/2018,4R2CINXSWI,13,30,1,0,2,45,0
08/10/2018,4R2CINXSWI,15,26,4,1,2,20,0
09/20/2018,4R2CINXSWI,26,14,1,1,0,4,1
03/01/2018,4R2CINXSWI,33,7,1,3,0,31,2
12/12/2018,4R2CINXSWI,13,32,1,3,1,58,1
07/18/2018,4R2CINXSWI,19,3,0,3,0,56,2
02/06/2018,4R2CINXSWI,7,10,1,3,0,26,1
04/24/2018,4R2CINXSWI,1,22,0,3,0,45,0
01/15/2018,4R2CINXSWI,29,23,2,0,2,34,0
06/21/2018,4R2CINXSWI,19,32,2,2,0,52,1
12/05/2018,4R2CINXSWI,25,6,2,3,1,64,1
03/28/2018,4R2CINXSWI,28,32,3,0,2,23,0
04/20/2018,4R2CINXSWI,20,26,2,0,2,30,1
08/25/2018,4R2CINXSWI,39,33,0,1,2,24,2
10/21/2018,4R2CINXSWI,27,30,2,2,0,44,0
02/11/2018,4R2CINXSWI,3,30,3,2,0,54,0
03/15/2018,4R2CINXSWI,10,16,0,2,1,66,1
06/23/2018,4R2CINXSWI,4,6,0,2,1,21,2
09/06/2018,4R2CINXSWI,7,32,4,0,0,38,0
03/24/2018,4R2CINXSWI,17,7,4,3,0,39,0
12/01/2018,4R2CINXSWI,35,30,1,1,1,46,2
02/12/2018,4R2CINXSWI,21,4,4,2,2,55,1
03/28/2018,4R2CINXSWI,16,3,3,1,2,70,2
03/07/2018,4R2CINXSWI,38,21,3,1,1,56,0
03/04/2018,4R2CINXSWI,15,17,4,1,0,39,2
09/15/2018,4R2CINXSWI,2,22,1,3,1,21,2
04/30/2018,4R2CINXSWI,0,25,3,3,0,36,2
06/19/2018,4R2CINXSWI,19,24,3,1,0,74,0
05/09/2018,4R2CINXSWI,20,22,0,2,1,11,1
08/17/2018,4R2CINXSWI,4,22,1,3,0,78,2
06/30/2018,4R2CINXSWI,37,1,3,0,1,46,2
09/24/2018,4R2CINXSWI,24,24,0,2,0,39,1
12/16/2018,4R2CINXSWI,9,26,3,0,2,48,0
12/08/2018,4R2CINXSWI,12,20,1,1,1,15,0
07/05/2018,4R2CINXSWI,30,33,4,0,1,19,0
08/07/2018,4R2CINXSWI,18,1,1,3,1,4,0
04/09/2018,4R2CINXSWI,26,28,1,1,1,34,0
12/10/2018,4R2CINXSWI,12,15,0,3,2,49,0
12/03/2018,4R2CINXSWI,18,5,3,2,0,31,1
09/08/2018,4R2CINXSWI,21,7,4,3,0,36,2
08/26/2018,4R2CINXSWI,36,27,4,3,0,72,0
06/01/2018,4R2CINXSWI,13,14,4,2,1,31,2
04/06/2018,4R2CINXSWI,19,16,1,0,0,49,0
04/09/2018,4R2CINXSWI,11,2,2,1,2,46,2
05/27/2018,4R2CINXSWI,12,21,4,1,1,11,1
07/17/2018,QZ8A8293I9,20,19,2,0,0,14,2
05/31/2018,QZ8A8293I9,28,7,1,2,0,25,0
07/19/2018,QZ8A8293I9,6,1,3,2,1,41,1
07/29/2018,QZ8A8293I9,1,2,0,2,2,26,0
05/07/2018,QZ8A8293I9,12,18,2,3,2,62,1
03/24/2018,QZ8A8293I9,3,14,4,1,2,42,0
11/08/2018,QZ8A8293I9,16,5,2,3,0,76,2
08/24/2018,QZ8A8293I9,1,12,4,3,2,62,2
12/01/2018,QZ8A8293I9,23,18,2,2,0,16,0
08/25/2018,QZ8A8293I9,13,14,3,2,2,76,1
10/11/2018,QZ8A8293I9,8,11,0,3,0,28,2
10/28/2018,QZ8A8293I9,0,9,4,2,1,19,2
01/28/2018,QZ8A8293I9,7,32,3,2,0,16,0
11/16/2018,QZ8A8293I9,6,19,2,2,0,36,2
04/19/2018,QZ8A8293I9,22,29,4,0,1,26,0
05/13/2018,QZ8A8293I9,26,29,0,2,2,63,1
01/27/2018,QZ8A8293I9,3,32,0,3,1,55,2
11/26/2018,QZ8A8293I9,26,18,2,1,1,48,2
12/14/2018,QZ8A8293I9,32,8,1,3,1,23,2
04/25/2018,QZ8A8293I9,19,11,1,0,1,16,2
05/03/2018,QZ8A8293I9,36,10,4,3,2,15,1
05/05/2018,QZ8A8293I9,33,13,2,2,1,34,2
06/08/2018,QZ8A8293I9,16,3,4,2,1,28,2
09/23/2018,QZ8A8293I9,23,3,1,1,1,67,2
09/04/2018,QZ8A8293I9,21,28,0,1,2,18,0
09/22/2018,QZ8A8293I9,20,18,2,3,2,17,1
07/02/2018,QZ8A8293I9,37,0,2,3,2,22,2
12/13/2018,QZ8A8293I9,0,27,3,2,0,42,0
06/15/2018,QZ8A8293I9,31,15,4,0,2,7,2
11/28/2018,2F99RMVRIZ,0,0,1,3,1,53,2
09/02/2018,2F99RMVRIZ,29,19,4,2,1,12,2
03/11/2018,2F99RMVRIZ,0,7,1,1,1,8,0
11/18/2018,2F99RMVRIZ,16,2,2,1,1,17,1
05/24/2018,2F99RMVRIZ,29,11,4,0,2,70,0
08/03/2018,2F99RMVRIZ,2,27,2,0,1,41,0
12/27/2018,2F99RMVRIZ,0,18,1,1,0,65,0
09/26/2018,2F99RMVRIZ,31,11,1,0,2,45,1
10/30/2018,2F99RMVRIZ,1,6,1,1,0,38,1
07/28/2018,2F99RMVRIZ,10,24,3,3,0,9,2
08/30/2018,2F99RMVRIZ,29,21,0,1,1,78,1
04/21/2018,2F99RMVRIZ,10,23,2,1,0,17,1
08/11/2018,2F99RMVRIZ,21,9,0,2,1,29,0
02/01/2018,2F99RMVRIZ,22,16,0,3,1,57,0
03/29/2018,2F99RMVRIZ,39,9,3,1,0,3,0
03/21/2018,2F99RMVRIZ,5,13,1,1,2,50,2
08/01/2018,2F99RMVRIZ,24,6,0,1,1,11,2
09/11/2018,2F99RMVRIZ,23,10,0,1,1,64,0
10/25/2018,2F99RMVRIZ,11,26,4,1,2,20,2
06/16/2018,H9NSEIPUYE,16,3,0,2,2,38,0
03/10/2018,H9NSEIPUYE,22,24,2,0,2,52,2
06/12/2018,H9NSEIPUYE,23,13,4,3,1,58,1
06/18/2018,H9NSEIPUYE,27,31,3,3,1,46,0
04/09/2018,H9NSEIPUYE,24,27,1,1,0,14,0
